Date,Avg_Polarity,Avg_Subjectivity,Avg_Pos_Score,Avg_Neu_Score,Avg_Neg_Score
2019-01-01,0.17338714526214527,0.3583032708032708,0.03833333333333333,0.894888888888889,0.06677777777777777
2019-01-02,0.07591145833333333,0.3833333333333333,0.07375000000000001,0.8480000000000001,0.07825
2019-01-03,0.16028806584362143,0.3523662551440329,0.05766666666666667,0.9061111111111111,0.036222222222222225
2019-01-04,0.08968855218855218,0.31207912457912457,0.06922222222222223,0.833,0.09788888888888889
2019-01-07,0.01767676767676768,0.382996632996633,0.05611111111111111,0.8154444444444445,0.12855555555555556
2019-01-08,0.007499999999999998,0.22888888888888886,0.04,0.8741,0.0859
2019-01-09,0.04994318181818182,0.3743939393939394,0.0653,0.8037000000000001,0.131
2019-01-10,-0.008863636363636365,0.3587878787878788,0.0358,0.8371000000000001,0.12689999999999999
2019-01-11,0.011319444444444436,0.4416666666666666,0.06470000000000001,0.797,0.1383
2019-01-14,-0.08428030303030304,0.24170454545454545,0.0378,0.8385999999999999,0.12329999999999999
2019-01-15,-0.02818181818181818,0.38022727272727275,0.0858,0.8309,0.08330000000000001
2019-01-16,0.07858913206135427,0.33123760755705195,0.06244444444444445,0.834,0.10355555555555555
2019-01-17,-0.010309523809523807,0.28823809523809524,0.0993,0.8158,0.0848
2019-01-18,-0.02345959595959596,0.4846717171717172,0.0463,0.9163,0.0375
2019-01-21,0.07232323232323232,0.3273737373737374,0.045700000000000005,0.8486,0.10569999999999999
2019-01-22,0.0682070707070707,0.3734217171717172,0.1382,0.7432000000000001,0.11839999999999999
2019-01-23,0.015005611672278334,0.20108866442199777,0.04922222222222222,0.8967777777777778,0.054
2019-01-24,0.03142532467532467,0.23413203463203464,0.0847,0.8303999999999998,0.08480000000000001
2019-01-25,0.1375841750841751,0.42308922558922557,0.08533333333333332,0.8683333333333334,0.04633333333333334
2019-01-28,-0.021481481481481483,0.17777777777777776,0.04922222222222222,0.8846666666666666,0.0661111111111111
2019-01-29,0.06304713804713806,0.35058922558922556,0.09544444444444444,0.8240000000000001,0.08055555555555555
2019-01-30,-0.013152356902356903,0.4111742424242424,0.07966666666666668,0.8403333333333333,0.08
2019-01-31,0.047321428571428584,0.397172619047619,0.093625,0.82525,0.081125
2019-02-01,0.11916666666666667,0.36324074074074075,0.1363333333333333,0.764888888888889,0.09877777777777778
2019-02-04,0.09761784511784513,0.42258417508417506,0.12530000000000002,0.8214,0.05329999999999999
2019-02-05,-0.042916666666666665,0.20125,0.0519,0.8754000000000002,0.0727
2019-02-06,0.008038720538720538,0.2173821548821549,0.060666666666666674,0.9221111111111111,0.017222222222222222
2019-02-07,0.014453703703703713,0.3868888888888889,0.0725,0.8276999999999999,0.09989999999999999
2019-02-08,0.004722222222222222,0.2835,0.055400000000000005,0.8269,0.1177
2019-02-11,-0.005334595959595958,0.3107133838383838,0.0449,0.8347,0.12040000000000002
2019-02-12,-0.07218364197530865,0.2785273368606702,0.10277777777777779,0.7706666666666666,0.12655555555555556
2019-02-13,0.028333333333333332,0.1454166666666667,0.019200000000000002,0.8528,0.12789999999999999
2019-02-14,0.17179713804713803,0.32707070707070707,0.050888888888888886,0.7643333333333333,0.1847777777777778
2019-02-15,0.12487878787878788,0.3733737373737373,0.043800000000000006,0.8512000000000001,0.10500000000000001
2019-02-18,-0.03678030303030303,0.36112121212121207,0.1109,0.7899,0.0991
2019-02-19,0.018131313131313127,0.33784511784511784,0.07022222222222223,0.8196666666666667,0.11
2019-02-20,0.05801136363636363,0.2494128787878788,0.13110000000000002,0.8057000000000001,0.0634
2019-02-21,0.12722222222222224,0.28305555555555556,0.10400000000000001,0.8153,0.0806
2019-02-22,0.005681818181818183,0.38421717171717173,0.07733333333333332,0.8314444444444444,0.09133333333333332
2019-02-25,0.01553751803751805,0.25146103896103894,0.0892,0.8073,0.10369999999999999
2019-02-26,0.09416666666666666,0.4459444444444444,0.0479,0.8466000000000001,0.10530000000000002
2019-02-27,0.02779761904761905,0.29408730158730156,0.11379999999999998,0.805,0.0811
2019-02-28,0.007804232804232804,0.41507936507936505,0.044888888888888895,0.8114444444444444,0.14355555555555555
2019-03-01,0.03743181818181818,0.265189393939394,0.0917,0.8309,0.0774
2019-03-04,0.07858024691358025,0.3421604938271605,0.11677777777777777,0.775888888888889,0.10722222222222223
2019-03-05,-0.004840067340067342,0.2448232323232323,0.053000000000000005,0.7785555555555557,0.16844444444444445
2019-03-06,0.06574747474747475,0.17123232323232324,0.0658,0.8836999999999999,0.0506
2019-03-07,0.20280303030303032,0.40128787878787875,0.1146,0.8224,0.0629
2019-03-08,-0.01726010101010101,0.35404040404040404,0.03,0.9187,0.0513
2019-03-11,0.07875000000000001,0.36500000000000005,0.1163,0.7731999999999999,0.1105
2019-03-12,0.13,0.5122222222222221,0.07980000000000001,0.8240999999999999,0.09620000000000001
2019-03-13,0.10388407888407887,0.3806387285553952,0.068,0.8044444444444445,0.12755555555555553
2019-03-14,0.05496913580246914,0.30796296296296294,0.07677777777777778,0.7434444444444445,0.17955555555555558
2019-03-15,-0.04939935064935065,0.46944264069264063,0.0645,0.7916000000000001,0.1438
2019-03-18,0.1249621212121212,0.3264015151515152,0.13490000000000002,0.7349,0.1303
2019-03-19,0.1311417748917749,0.31615786990786987,0.0432,0.8620000000000001,0.0949
2019-03-20,0.06482583774250443,0.2592813051146384,0.07366666666666667,0.8464444444444444,0.07988888888888888
2019-03-21,0.01978114478114477,0.4477272727272727,0.08788888888888889,0.7782222222222221,0.13388888888888886
2019-03-22,0.08,0.2577777777777778,0.091,0.8210000000000001,0.08800000000000001
2019-03-25,0.06784090909090909,0.3348863636363636,0.0799,0.8116,0.1086
2019-03-26,0.04861478542034098,0.2561250734861846,0.12200000000000001,0.8084444444444444,0.06944444444444445
2019-03-27,0.09853354978354978,0.261976911976912,0.08259999999999999,0.8203000000000001,0.097
2019-03-28,0.07141973304473305,0.321481240981241,0.046,0.8694,0.08460000000000001
2019-03-29,-0.06466666666666668,0.30383333333333334,0.08170000000000001,0.8067,0.11159999999999999
2019-04-01,-0.043472222222222225,0.3343055555555555,0.0692,0.8387,0.0921
2019-04-02,0.022638888888888892,0.26875,0.05720000000000001,0.8690000000000001,0.0738
2019-04-03,0.11022619047619049,0.41748809523809516,0.0917,0.8207000000000001,0.0876
2019-04-04,-0.018654761904761917,0.28384126984126984,0.0786,0.7846,0.1367
2019-04-05,0.17919191919191918,0.35593073593073593,0.10429999999999999,0.8307,0.065
2019-04-08,-0.033375420875420864,0.3527918069584736,0.13466666666666666,0.8047777777777777,0.06066666666666666
2019-04-09,0.04613636363636363,0.35323232323232323,0.0863,0.8036000000000001,0.1101
2019-04-10,0.11312499999999999,0.27854166666666663,0.0581,0.8765000000000001,0.06549999999999999
2019-04-11,0.034259740259740254,0.48944516594516596,0.07970000000000001,0.8220000000000001,0.0984
2019-04-12,0.08032954545454546,0.3731957070707071,0.05589999999999999,0.8747999999999999,0.06939999999999999
2019-04-15,0.12993055555555555,0.3474305555555556,0.0596,0.885,0.055400000000000005
2019-04-16,0.07766414141414142,0.28128787878787875,0.08549999999999999,0.8259000000000001,0.0886
2019-04-17,0.016262626262626267,0.23099116161616165,0.0516,0.9007999999999999,0.047599999999999996
2019-04-18,0.06244588744588744,0.20413708513708517,0.0409,0.8719000000000001,0.08719999999999999
2019-04-19,-0.0007142857142857222,0.22952380952380955,0.059899999999999995,0.8760999999999999,0.06399999999999999
2019-04-22,0.14109848484848486,0.25685606060606064,0.0706,0.7963,0.133
2019-04-23,-0.046030303030303046,0.2898712121212121,0.0905,0.7929,0.1166
2019-04-24,-0.034722222222222224,0.29309062850729517,0.048111111111111104,0.9217777777777777,0.030111111111111113
2019-04-25,0.05696969696969696,0.22378787878787879,0.1046,0.8149000000000001,0.0804
2019-04-26,-0.01249398749398749,0.18110469777136445,0.05277777777777778,0.8448888888888889,0.10222222222222221
2019-04-29,0.0362202380952381,0.35446428571428573,0.08909999999999998,0.7971999999999999,0.11379999999999998
2019-04-30,0.020476190476190478,0.1155357142857143,0.0746,0.8468000000000002,0.07880000000000001
2019-05-01,0.027666666666666673,0.3492222222222222,0.1001,0.7867999999999999,0.1131
2019-05-02,0.014708513708513704,0.5361659451659453,0.095,0.8246,0.08049999999999999
2019-05-03,0.06416666666666666,0.26333333333333336,0.057499999999999996,0.8367999999999999,0.1058
2019-05-06,0.02050378787878788,0.2696098484848485,0.0654,0.8046,0.1301
2019-05-07,0.04382936507936508,0.3791269841269841,0.10469999999999999,0.7675,0.1278
2019-05-08,0.05143398268398269,0.4221807359307359,0.0742,0.8145,0.1112
2019-05-09,0.049374999999999995,0.4920833333333333,0.0615,0.8458,0.0928
2019-05-10,-9.09090909090915e-05,0.261530303030303,0.0799,0.8119,0.1081
2019-05-13,0.10154320987654322,0.3391975308641975,0.06977777777777777,0.7474444444444445,0.18288888888888888
2019-05-14,-0.05260416666666666,0.4338541666666667,0.09075,0.81525,0.094125
2019-05-15,0.044792568542568544,0.44650072150072145,0.13949999999999999,0.7263,0.13419999999999999
2019-05-16,0.012630772005772006,0.30283008658008653,0.0964,0.8098000000000001,0.0937
2019-05-17,0.06129349046015712,0.40899270482603817,0.08288888888888889,0.7791111111111111,0.13811111111111113
2019-05-20,-0.01172839506172839,0.3188271604938271,0.059000000000000004,0.8393333333333333,0.10166666666666667
2019-05-21,0.02603219696969697,0.22420454545454546,0.06420000000000001,0.8271000000000001,0.10870000000000002
2019-05-22,0.06098484848484848,0.22272727272727277,0.029888888888888885,0.8552222222222222,0.11488888888888889
2019-05-23,0.09099326599326599,0.34898989898989896,0.054,0.8737777777777778,0.07222222222222222
2019-05-24,0.031102693602693594,0.48878367003366996,0.07244444444444445,0.7952222222222223,0.13244444444444445
2019-05-27,0.24520202020202025,0.42002525252525247,0.1349,0.8078999999999998,0.05700000000000001
2019-05-28,0.16515151515151516,0.363560606060606,0.058600000000000006,0.8189,0.1226
2019-05-29,0.010700757575757563,0.27136363636363636,0.0824,0.8545999999999999,0.0631
2019-05-30,-0.07815836940836941,0.41971681096681096,0.0877,0.8144,0.09790000000000001
2019-05-31,-0.060476190476190475,0.24023809523809528,0.0648,0.8382000000000002,0.097
2019-06-03,0.12407407407407407,0.3166666666666667,0.06322222222222222,0.8290000000000001,0.10777777777777778
2019-06-04,-0.06875,0.2253472222222222,0.029625,0.853875,0.1165
2019-06-05,0.059833333333333336,0.29980555555555555,0.0543,0.8732999999999999,0.0723
2019-06-06,0.11777056277056278,0.27582251082251086,0.09029999999999999,0.7922,0.1176
2019-06-07,0.12439814814814816,0.30824074074074076,0.08360000000000001,0.7903,0.126
2019-06-10,0.076002886002886,0.2347715247715248,0.13855555555555557,0.7497777777777779,0.11166666666666665
2019-06-11,-0.0003585858585858609,0.3311010101010101,0.061399999999999996,0.843,0.09559999999999999
2019-06-12,0.11288580246913581,0.34375,0.06477777777777777,0.8053333333333333,0.12977777777777777
2019-06-13,0.08941798941798942,0.37976190476190474,0.03911111111111111,0.8487777777777779,0.112
2019-06-14,0.022222222222222227,0.4375,0.058444444444444445,0.8125555555555555,0.129
2019-06-17,0.09492063492063492,0.32048941798941805,0.079,0.857,0.064
2019-06-18,0.06007112794612794,0.3551275252525252,0.0495,0.8894000000000002,0.0611
2019-06-19,-0.08888888888888888,0.2761111111111111,0.09019999999999999,0.8325000000000001,0.0772
2019-06-20,0.015253968253968252,0.23659126984126985,0.07909999999999999,0.8433000000000002,0.0776
2019-06-21,0.11016180321735876,0.3687663673774785,0.060111111111111115,0.8364444444444445,0.10344444444444444
2019-06-24,0.15356060606060606,0.41367424242424244,0.0938,0.8143,0.09179999999999999
2019-06-25,0.05761784511784512,0.3975841750841751,0.05750000000000001,0.8173,0.1252
2019-06-26,0.03989772727272727,0.33877380952380953,0.10089999999999999,0.8659000000000001,0.0332
2019-06-27,0.08762626262626262,0.18852413019079686,0.13077777777777777,0.8350000000000001,0.03422222222222222
2019-06-28,0.12849747474747475,0.21732420357420357,0.10800000000000001,0.8457000000000001,0.0463
2019-07-01,0.05904882154882155,0.22090347923681256,0.06677777777777777,0.8480000000000001,0.08522222222222223
2019-07-02,0.06285714285714286,0.3278174603174603,0.07510000000000001,0.8513,0.0737
2019-07-03,0.052142857142857144,0.21984126984126987,0.0741,0.8664999999999999,0.05940000000000001
2019-07-04,0.06844444444444445,0.18833333333333335,0.11259999999999999,0.7712,0.1162
2019-07-05,0.014781144781144777,0.2854433221099888,0.051,0.8967777777777778,0.052111111111111115
2019-07-08,0.08690656565656565,0.4543181818181818,0.0881,0.8007000000000002,0.11120000000000001
2019-07-09,0.059992784992784993,0.27656325156325157,0.08166666666666668,0.8362222222222222,0.08211111111111111
2019-07-10,0.16499999999999998,0.375,0.11949999999999998,0.8331,0.0474
2019-07-11,0.06333964646464646,0.40270833333333333,0.09459999999999999,0.8424999999999999,0.0631
2019-07-12,0.11479166666666667,0.4025,0.077,0.8237,0.09919999999999998
2019-07-15,-0.005390211640211643,0.19417989417989415,0.04900000000000001,0.8556666666666667,0.09522222222222222
2019-07-16,-0.00455952380952381,0.20396428571428568,0.0337,0.8868,0.0796
2019-07-17,0.07279545454545455,0.4136388888888889,0.11510000000000001,0.8143,0.0706
2019-07-18,-0.04021645021645021,0.46406024531024537,0.0862,0.8030000000000002,0.1109
2019-07-19,0.07663039121372454,0.3409992784992785,0.052000000000000005,0.8522222222222222,0.09588888888888888
2019-07-22,0.006593614718614714,0.2234568903318903,0.055499999999999994,0.8454,0.0991
2019-07-23,0.055575396825396826,0.3355952380952381,0.0498,0.8769,0.07320000000000002
2019-07-24,0.10618235930735931,0.3377705627705628,0.051750000000000004,0.892625,0.055374999999999994
2019-07-25,0.02657287157287157,0.36370851370851376,0.09469999999999999,0.8537000000000001,0.0516
2019-07-26,0.09947916666666667,0.45625,0.09212499999999998,0.829375,0.0785
2019-07-29,0.03175925925925925,0.36581018518518515,0.0866,0.7689999999999999,0.1446
2019-07-30,0.004725829725829727,0.3716390091390091,0.07888888888888888,0.7991111111111111,0.12200000000000001
2019-07-31,0.09516414141414142,0.3242045454545455,0.092,0.8182,0.08979999999999999
2019-08-01,0.001500000000000007,0.24329166666666668,0.11410000000000001,0.8096,0.0763
2019-08-02,0.044469696969696965,0.24795454545454546,0.052500000000000005,0.8155000000000001,0.132
2019-08-05,0.004005681818181816,0.40972727272727266,0.1186,0.7437,0.1376
2019-08-06,-0.10816287878787878,0.47660984848484844,0.06409999999999999,0.7703,0.16560000000000002
2019-08-07,0.1603030303030303,0.2873063973063973,0.0883,0.7935,0.11810000000000001
2019-08-08,-0.027314814814814816,0.30972222222222223,0.011777777777777778,0.8511111111111112,0.1371111111111111
2019-08-09,0.0040329218106995935,0.3462139917695473,0.05866666666666667,0.8507777777777776,0.09055555555555556
2019-08-12,0.058333333333333334,0.34972222222222216,0.0669,0.8278000000000001,0.10540000000000001
2019-08-13,0.052398989898989896,0.3797558922558923,0.10877777777777779,0.7914444444444445,0.09988888888888889
2019-08-14,0.12113636363636364,0.33962121212121216,0.057999999999999996,0.8558,0.0863
2019-08-15,0.07424242424242423,0.4382154882154883,0.059111111111111114,0.8374444444444445,0.10355555555555555
2019-08-16,-0.007916666666666678,0.37041666666666667,0.0683,0.8230000000000001,0.1085
2019-08-19,-0.09083333333333335,0.42166666666666663,0.077625,0.799875,0.12225
2019-08-20,0.18699494949494952,0.4247053872053872,0.0861111111111111,0.8625555555555555,0.051333333333333335
2019-08-21,0.0811868686868687,0.2696969696969697,0.10088888888888888,0.7418888888888889,0.15733333333333333
2019-08-22,0.13412878787878788,0.3307070707070707,0.05689999999999999,0.8787,0.0643
2019-08-23,0.018333333333333333,0.32916666666666666,0.0851,0.7659,0.14900000000000002
2019-08-26,0.05031834831834832,0.3858809107559108,0.0849,0.8150999999999999,0.10010000000000001
2019-08-27,0.04729166666666667,0.460625,0.0606,0.8996999999999999,0.0397
2019-08-28,0.014374999999999999,0.16795833333333335,0.0803,0.7835,0.13610000000000003
2019-08-29,0.08542261904761905,0.47169642857142857,0.1147,0.8165000000000001,0.0688
2019-08-30,0.04067099567099568,0.25283189033189035,0.07400000000000001,0.8301000000000001,0.0957
2019-09-02,0.14722222222222223,0.303968253968254,0.05566666666666667,0.8359999999999999,0.10844444444444444
2019-09-03,0.12218013468013468,0.36996001683501684,0.08875,0.7621249999999999,0.14937499999999998
2019-09-04,-0.01689267676767677,0.29115404040404036,0.0262,0.9062999999999999,0.0676
2019-09-05,0.14973106060606062,0.3233333333333333,0.09530000000000001,0.8373999999999999,0.0673
2019-09-06,-0.031098484848484848,0.2234772727272727,0.051000000000000004,0.8778,0.07110000000000001
2019-09-09,-0.06481481481481481,0.375,0.07066666666666667,0.8294444444444444,0.09988888888888887
2019-09-10,0.011759259259259264,0.3196296296296296,0.06520000000000001,0.8399000000000001,0.095
2019-09-11,0.08029797979797978,0.35133585858585864,0.057499999999999996,0.8412,0.1012
2019-09-12,0.17939342403628117,0.42035147392290245,0.15357142857142855,0.8109999999999999,0.03542857142857143
2019-09-13,0.08583333333333333,0.25833333333333336,0.0683,0.8509,0.0808
2019-09-16,0.053270202020202016,0.27710437710437713,0.09788888888888889,0.8045555555555556,0.09744444444444443
2019-09-17,0.039382716049382704,0.5496913580246914,0.15344444444444444,0.7485555555555555,0.09811111111111112
2019-09-18,0.1555355138688472,0.44866923200256537,0.06755555555555555,0.8617777777777778,0.07055555555555555
2019-09-19,0.015000000000000003,0.33916666666666667,0.0403,0.8158999999999998,0.1437
2019-09-20,0.027500000000000007,0.30027777777777775,0.1316,0.8174000000000001,0.051000000000000004
2019-09-23,0.05626102292768959,0.2548721340388007,0.05722222222222222,0.8188888888888889,0.12377777777777776
2019-09-24,0.03621212121212121,0.2359848484848485,0.09330000000000001,0.8241999999999999,0.0824
2019-09-25,0.07655303030303032,0.3386489898989899,0.1427,0.7784000000000001,0.0789
2019-09-26,0.02252645502645503,0.4304076479076479,0.06822222222222223,0.8524444444444443,0.07933333333333333
2019-09-27,-0.0109469696969697,0.58364898989899,0.0259,0.8982000000000001,0.0759
2019-09-30,0.07316666666666667,0.3300416666666667,0.1051,0.7806000000000001,0.11439999999999999
2019-10-01,-0.03557359307359308,0.35341089466089465,0.0866,0.8184000000000001,0.0949
2019-10-02,0.18033333333333332,0.3536666666666667,0.0786,0.8297000000000001,0.09159999999999999
2019-10-03,-0.005722222222222219,0.24905555555555553,0.05,0.8944000000000001,0.05569999999999999
2019-10-04,0.07128787878787879,0.23068181818181815,0.0531,0.8282999999999999,0.1186
2019-10-07,0.02050264550264551,0.12156084656084658,0.1081111111111111,0.7693333333333333,0.12288888888888888
2019-10-08,0.008181818181818184,0.29643939393939395,0.12079999999999999,0.7962,0.0829
2019-10-09,-0.016203703703703706,0.2729938271604938,0.07688888888888888,0.8178888888888889,0.1051111111111111
2019-10-10,0.023280423280423276,0.3015873015873016,0.030444444444444448,0.9046666666666666,0.065
2019-10-11,-0.016155303030303034,0.25746843434343436,0.0457,0.8831,0.0713
2019-10-14,0.06568740981240981,0.21766504329004327,0.11200000000000002,0.8446,0.0435
2019-10-15,0.08583333333333334,0.43916666666666665,0.0758,0.834,0.0901
2019-10-16,0.09749999999999999,0.14384615384615387,0.081,0.8786999999999999,0.0403
2019-10-17,0.011599567099567101,0.2139310966810967,0.0784,0.8482,0.07339999999999999
2019-10-18,0.09890476190476191,0.45268253968253963,0.0685,0.8337,0.0978
2019-10-21,-0.06783549783549783,0.26161976911976914,0.073,0.7599,0.16699999999999998
2019-10-22,0.07424242424242425,0.33265993265993266,0.08144444444444446,0.8142222222222223,0.10433333333333333
2019-10-23,-0.01,0.3516666666666667,0.0754,0.8064,0.11810000000000001
2019-10-24,0.003769841269841272,0.3096230158730159,0.065,0.8634444444444445,0.07166666666666667
2019-10-25,0.035521885521885524,0.41717171717171714,0.07133333333333332,0.8928888888888888,0.035777777777777776
2019-10-28,0.052367424242424236,0.3956228956228956,0.048,0.9035555555555556,0.04855555555555555
2019-10-29,0.09877525252525252,0.34976010101010097,0.06440000000000001,0.8638999999999999,0.07170000000000001
2019-10-30,-0.02291666666666667,0.3729166666666667,0.072125,0.8400000000000001,0.088
