Date,Symbol,Open,Close,Low,High,Volume
2017-04-11,AAPL,35.73500061035156,35.407501220703125,35.01499938964844,35.837501525878906,121517600
2017-04-12,AAPL,35.400001525878906,35.45000076293945,35.252498626708984,35.537498474121094,81400000
2017-04-13,AAPL,35.477500915527344,35.26250076293945,35.26250076293945,35.595001220703125,71291600
2017-04-17,AAPL,35.369998931884766,35.45750045776367,35.217498779296875,35.470001220703125,66328400
2017-04-18,AAPL,35.352500915527344,35.29999923706055,35.27750015258789,35.5099983215332,58790000
2017-04-19,AAPL,35.470001220703125,35.16999816894531,35.11249923706055,35.5,69313600
2017-04-20,AAPL,35.30500030517578,35.61000061035156,35.290000915527344,35.72999954223633,93278400
2017-04-21,AAPL,35.61000061035156,35.567501068115234,35.462501525878906,35.66999816894531,69283600
2017-04-24,AAPL,35.875,35.90999984741211,35.79499816894531,35.98749923706055,68537200
2017-04-25,AAPL,35.977500915527344,36.13249969482422,35.967498779296875,36.224998474121094,75486000
2017-04-26,AAPL,36.11750030517578,35.91999816894531,35.845001220703125,36.150001525878906,80164800
2017-04-27,AAPL,35.97999954223633,35.9474983215332,35.82749938964844,36.040000915527344,56985200
2017-04-28,AAPL,36.022499084472656,35.912498474121094,35.817501068115234,36.07500076293945,83441600
2017-05-01,AAPL,36.275001525878906,36.64500045776367,36.2400016784668,36.79999923706055,134411600
2017-05-02,AAPL,36.8849983215332,36.877498626708984,36.709999084472656,37.022499084472656,181408800
2017-05-03,AAPL,36.397499084472656,36.76499938964844,36.067501068115234,36.872501373291016,182788000
2017-05-04,AAPL,36.630001068115234,36.63249969482422,36.45249938964844,36.78499984741211,93487600
2017-05-05,AAPL,36.689998626708984,37.2400016784668,36.689998626708984,37.244998931884766,109310800
2017-05-08,AAPL,37.25749969482422,38.252498626708984,37.25749969482422,38.42499923706055,195009600
2017-05-09,AAPL,38.467498779296875,38.497501373291016,38.36249923706055,38.720001220703125,156521600
2017-05-10,AAPL,38.407501220703125,38.314998626708984,38.02750015258789,38.48500061035156,103222800
2017-05-11,AAPL,38.11249923706055,38.48749923706055,38.07749938964844,38.51750183105469,109020400
2017-05-12,AAPL,38.67499923706055,39.025001525878906,38.66749954223633,39.10499954223633,130108000
2017-05-15,AAPL,39.002498626708984,38.92499923706055,38.76250076293945,39.162498474121094,104038800
2017-05-16,AAPL,38.98500061035156,38.86750030517578,38.68000030517578,39.01499938964844,80194000
2017-05-17,AAPL,38.400001525878906,37.5625,37.4275016784668,38.64250183105469,203070800
2017-05-18,AAPL,37.817501068115234,38.1349983215332,37.782501220703125,38.334999084472656,134272800
2017-05-19,AAPL,38.345001220703125,38.26499938964844,38.157501220703125,38.494998931884766,107843200
2017-05-22,AAPL,38.5,38.497501373291016,38.227500915527344,38.64500045776367,91865600
2017-05-23,AAPL,38.724998474121094,38.45000076293945,38.32749938964844,38.724998474121094,79675600
2017-05-24,AAPL,38.459999084472656,38.334999084472656,38.16749954223633,38.54249954223633,76712000
2017-05-25,AAPL,38.432498931884766,38.467498779296875,38.25749969482422,38.587501525878906,76942400
2017-05-26,AAPL,38.5,38.40250015258789,38.32749938964844,38.560001373291016,87710400
2017-05-30,AAPL,38.35499954223633,38.41749954223633,38.33250045776367,38.60749816894531,80507600
2017-05-31,AAPL,38.49250030517578,38.189998626708984,38.095001220703125,38.54249954223633,97804800
2017-06-01,AAPL,38.29249954223633,38.29499816894531,38.05500030517578,38.33250045776367,65616400
2017-06-02,AAPL,38.39500045776367,38.86249923706055,38.22249984741211,38.86249923706055,111082800
2017-06-05,AAPL,38.584999084472656,38.48249816894531,38.3650016784668,38.61249923706055,101326800
2017-06-06,AAPL,38.474998474121094,38.61249923706055,38.44499969482422,38.95249938964844,106499600
2017-06-07,AAPL,38.755001068115234,38.842498779296875,38.619998931884766,38.994998931884766,84278400
2017-06-08,AAPL,38.8125,38.747501373291016,38.599998474121094,38.8849983215332,85003200
2017-06-09,AAPL,38.79750061035156,37.244998931884766,36.505001068115234,38.79750061035156,259530800
2017-06-12,AAPL,36.435001373291016,36.35499954223633,35.627498626708984,36.522499084472656,289229200
2017-06-13,AAPL,36.790000915527344,36.647499084472656,36.287498474121094,36.86249923706055,136661600
2017-06-14,AAPL,36.875,36.290000915527344,35.959999084472656,36.875,126124800
2017-06-15,AAPL,35.83000183105469,36.0724983215332,35.5525016784668,36.119998931884766,128661600
2017-06-16,AAPL,35.94499969482422,35.567501068115234,35.54999923706055,36.125,201444400
2017-06-19,AAPL,35.915000915527344,36.584999084472656,35.915000915527344,36.685001373291016,130165600
2017-06-20,AAPL,36.717498779296875,36.252498626708984,36.23500061035156,36.717498779296875,99600400
2017-06-21,AAPL,36.380001068115234,36.467498779296875,36.15250015258789,36.51750183105469,85063200
2017-06-22,AAPL,36.442501068115234,36.407501220703125,36.279998779296875,36.67499923706055,76425200
2017-06-23,AAPL,36.282501220703125,36.56999969482422,36.27750015258789,36.790000915527344,141757600
2017-06-26,AAPL,36.79249954223633,36.45500183105469,36.345001220703125,37.06999969482422,102769600
2017-06-27,AAPL,36.252498626708984,35.932498931884766,35.904998779296875,36.540000915527344,99047600
2017-06-28,AAPL,36.122501373291016,36.45750045776367,35.790000915527344,36.52750015258789,88329600
2017-06-29,AAPL,36.1775016784668,35.91999816894531,35.56999969482422,36.282501220703125,125997600
2017-06-30,AAPL,36.11249923706055,36.005001068115234,35.94499969482422,36.2400016784668,92096400
2017-07-03,AAPL,36.220001220703125,35.875,35.775001525878906,36.32500076293945,57111200
2017-07-05,AAPL,35.92250061035156,36.022499084472656,35.68000030517578,36.1974983215332,86278400
2017-07-06,AAPL,35.755001068115234,35.682498931884766,35.602500915527344,35.875,96515200
2017-07-07,AAPL,35.724998474121094,36.04499816894531,35.724998474121094,36.1875,76806800
2017-07-10,AAPL,36.02750015258789,36.26499938964844,35.842498779296875,36.48749923706055,84362400
2017-07-11,AAPL,36.182498931884766,36.38249969482422,36.095001220703125,36.462501525878906,79127200
2017-07-12,AAPL,36.467498779296875,36.435001373291016,36.20500183105469,36.54499816894531,99538000
2017-07-13,AAPL,36.375,36.942501068115234,36.36000061035156,37.122501373291016,100797600
2017-07-14,AAPL,36.99250030517578,37.2599983215332,36.83250045776367,37.33250045776367,80528400
2017-07-17,AAPL,37.20500183105469,37.38999938964844,37.14250183105469,37.724998474121094,95174000
2017-07-18,AAPL,37.29999923706055,37.52000045776367,37.16749954223633,37.532501220703125,71475200
2017-07-19,AAPL,37.619998931884766,37.755001068115234,37.48749923706055,37.85499954223633,83692000
2017-07-20,AAPL,37.875,37.584999084472656,37.54750061035156,37.935001373291016,68974800
2017-07-21,AAPL,37.497501373291016,37.567501068115234,37.220001220703125,37.61000061035156,105010400
2017-07-24,AAPL,37.64500045776367,38.022499084472656,37.474998474121094,38.11000061035156,85972800
2017-07-25,AAPL,37.95000076293945,38.185001373291016,37.95000076293945,38.459999084472656,75415600
2017-07-26,AAPL,38.337501525878906,38.3650016784668,38.26499938964844,38.48249816894531,63124000
2017-07-27,AAPL,38.4375,37.63999938964844,36.82500076293945,38.497501373291016,129905200
2017-07-28,AAPL,37.47249984741211,37.375,37.29750061035156,37.557498931884766,68854800
2017-07-31,AAPL,37.474998474121094,37.182498931884766,37.032501220703125,37.58250045776367,79383600
2017-08-01,AAPL,37.275001525878906,37.51250076293945,37.102500915527344,37.55500030517578,141474400
2017-08-02,AAPL,39.81999969482422,39.28499984741211,39.040000915527344,39.9375,279747200
2017-08-03,AAPL,39.26250076293945,38.89250183105469,38.755001068115234,39.3025016784668,108389200
2017-08-04,AAPL,39.01750183105469,39.09749984741211,38.92250061035156,39.349998474121094,82239600
2017-08-07,AAPL,39.26499938964844,39.70249938964844,39.16749954223633,39.72999954223633,87481200
2017-08-08,AAPL,39.650001525878906,40.02000045776367,39.567501068115234,40.45750045776367,144823600
2017-08-09,AAPL,39.814998626708984,40.26499938964844,39.77750015258789,40.317501068115234,104526000
2017-08-10,AAPL,39.974998474121094,38.83000183105469,38.657501220703125,40.0,163217200
2017-08-11,AAPL,39.150001525878906,39.369998931884766,39.01750183105469,39.64250183105469,105028400
2017-08-14,AAPL,39.83000183105469,39.962501525878906,39.6875,40.0525016784668,88490800
2017-08-15,AAPL,40.165000915527344,40.400001525878906,40.03499984741211,40.54999923706055,117862000
